OBJECTID;CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;altitudDEM;ID_REG;LimSup;LimSupD_PT;NThsnPol
1512;13065020;MARACAYO [13065020];Climática Ordinaria;Convencional;15/05/1979 0:00:00;25;8.41;-75.879999999999995;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;15;6;323.035000000000025;157.519653799999986;T60
1513;13015040;REPRESA URRA [13015040];Climática Principal;Convencional;15/11/2004 0:00:00;300;8.014166667;-76.203055559999996;Cordoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;132;6;323.035000000000025;172.437150199999991;T52
1514;13067040;MARACAYO [13067040];Limnimétrica;Convencional;15/08/1964 0:00:00;25;8.41;-75.890000000000001;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;CIÉNAGA BETANCI;32;6;323.035000000000025;157.519653799999986;T60
1515;13067080;BETANCI [13067080];Limnimétrica;Convencional;15/11/1990 0:00:00;17;8.504027777999999;-75.963694439999998;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;CAÑO BETANCI;26;6;323.035000000000025;172.338321500000006;T57
1516;13037040;CARRIZOLA [13037040];Limnimétrica;Convencional;15/06/1990 0:00:00;55;8.160833332999999;-76.095555559999994;Cordoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;Sinu;53;6;323.035000000000025;172.437150199999991;T52
1517;13060010;SAN ANTERITO [13060010];Pluviométrica;Convencional;15/09/1973 0:00:00;75;8.557777778;-75.861111109999996;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;64;6;323.035000000000025;172.338321500000006;T57
1518;13050030;LOMA VERDE [13050030];Pluviométrica;Convencional;15/12/1965 0:00:00;100;8.501944443999999;-76.175277780000002;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Bajo Sinú;;87;6;323.035000000000025;142.455089649999991;T56
1519;13030010;TIERRALTA [13030010];Pluviométrica;Convencional;15/02/1959 0:00:00;100;8.186666667000001;-76.053055560000004;Cordoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;47;6;323.035000000000025;172.437150199999991;T52
1520;13060030;CARAMELO [13060030];Pluviométrica;Convencional;15/12/1965 0:00:00;60;8.266111111000001;-75.903888890000005;Cordoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;53;6;323.035000000000025;195.009755000000013;T59
1521;13040030;PEZVAL [13040030];Pluviométrica;Convencional;15/09/1990 0:00:00;80;8.262222222;-76.169166669999996;Cordoba;Valencia;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;69;6;323.035000000000025;172.437150199999991;T52
1522;2502500007;LOS CAIMANES  [2502500007];Climática Ordinaria;Convencional;2/11/2017 0:00:00;72;8.115911111000001;-75.413399999999996;Cordoba;Buenavista;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;54;6;323.035000000000025;237.518276799999995;T713
1523;25027070;PUERTO CORDOBA [25027070];Limnimétrica;Convencional;15/04/1968 0:00:00;37;8.068055555999999;-75.361388890000001;Cordoba;Buenavista;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;San Jorge;30;6;323.035000000000025;237.518276799999995;T713
1524;25017030;PICA PICA  - AUT [25017030];Limnimétrica;Automática con Telemetría. Convencional;15/08/1995 0:00:00;96;8.029999999999999;-75.680000000000007;Cordoba;Montelíbano;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Alto San Jorge;San Jorge;80;6;323.035000000000025;161;T683
1525;25027700;CHIQUICERA LA [25027700];Limnimétrica;Convencional;15/11/1973 0:00:00;55;8.287777778000001;-75.510000000000005;Cordoba;Planeta Rica;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;CAÑO CARATE;45;6;323.035000000000025;229.706929400000007;T707
1526;13060020;BUENOS AIRES [13060020];Pluviométrica;Convencional;15/08/1965 0:00:00;55;8.475833333000001;-75.765277780000005;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;53;6;323.035000000000025;172.160499299999998;T58
1527;25020700;APARTADA LA [25020700];Pluviométrica;Convencional;15/11/1973 0:00:00;50;8.053055556;-75.338611110000002;Cordoba;La Apartada;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;30;6;323.035000000000025;237.518276799999995;T713
1528;25010100;SAN FRANCISCO [25010100];Pluviométrica;Convencional;15/12/1973 0:00:00;160;8.129166667;-75.760000000000005;Cordoba;Montelíbano;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Medio Sinú;;183;6;323.035000000000025;181.567878799999988;T684
1529;25010080;PICA PICA [25010080];Pluviométrica;Convencional;15/11/1973 0:00:00;100;8.029999999999999;-75.680000000000007;Cordoba;Montelíbano;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Alto San Jorge;San Jorge;80;6;323.035000000000025;161;T683
1530;25015010;CENTRO ALEGRE [25015010];Pluviométrica;Convencional;15/12/1973 0:00:00;170;8.180777778;-75.632277779999995;Cordoba;Planeta Rica;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;95;6;323.035000000000025;167.772092399999991;T686
1531;25020600;SAJONIA HACIENDA - AUT [25020600];Pluviométrica;Automática con Telemetría. Convencional;10/03/2014 0:00:00;100;8.489722221999999;-75.601388889999996;Cordoba;Pueblo Nuevo;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;105;6;323.035000000000025;163.127568999999994;T709
1532;25027120;MARRALU [25027120];Limnimétrica;Convencional;15/01/1977 0:00:00;27;8.32;-75.239999999999995;Cordoba;Ayapel;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;San Jorge;26;6;323.035000000000025;210.500223374999990;T772
1533;25020530;LA ILUSION [25020530];Pluviométrica;Convencional;15/05/1970 0:00:00;48;8.025499999999999;-75.089749999999995;Antioquia;Caucasia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;51;6;323.035000000000025;192.017995500000012;T708
1534;25020370;MONEDA LA HACIENDA [25020370];Pluviométrica;Convencional;15/05/1970 0:00:00;40;8.036666667;-74.942222220000005;Antioquia;Caucasia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Directos al Cauca entre Pto Valdivia y Río Nechí ;;37;6;323.035000000000025;252.723609000000010;T1473
1535;27040040;NECHI [27040040];Pluviométrica;Convencional;15/11/2006 0:00:00;41;8.097166667;-74.769444440000001;Antioquia;Nechí;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;Bajo Nechí (md);;44;6;323.035000000000025;271.216448500000013;T761
1536;25021480;ESPERANZA LA RADIO [25021480];Pluviométrica;Convencional;15/03/1979 0:00:00;31;8.029999999999999;-74.790000000000006;Antioquia;Nechí;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;Directos al Bajo Nechí (mi);;41;6;323.035000000000025;271.216448500000013;T761
1537;25020480;PAJAROS  LOS [25020480];Pluviométrica;Convencional;15/10/1968 0:00:00;25;8.340555556;-74.867777779999997;Cordoba;Ayapel;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;20;6;323.035000000000025;229.687844000000013;T705
1538;25020780;CECILIA [25020780];Pluviométrica;Convencional;15/12/1973 0:00:00;20;8.461388889;-75.034166670000005;Cordoba;Ayapel;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;20;6;323.035000000000025;284.005941199999995;T720
1539;25027160;ACHI [25027160];Limnimétrica;Convencional;15/03/1975 0:00:00;28;8.560263889;-74.553441667000001;Bolivar;Achí;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;Cauca;17;6;323.035000000000025;321.124321000000009;T722
1540;25027500;MAJAGUAL [25027500];Limnimétrica;Convencional;15/11/1989 0:00:00;26;8.542694444;-74.627333329999999;Sucre;Majagual;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;CAÑO MOJANA;20;6;323.035000000000025;181.575340000000011;T779
1541;25020540;PATIO BONITO [25020540];Pluviométrica;Convencional;15/05/1970 0:00:00;20;8.031111111;-74.706111109999995;Antioquia;Nechí;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Nechí;Bajo Nechí (md);;36;6;323.035000000000025;271.216448500000013;T761
1542;25020350;GUARANDA [25020350];Pluviométrica;Convencional;15/08/1966 0:00:00;30;8.492777778000001;-74.541666669999998;Bolivar;Achí;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Río Palacé;;24;6;323.035000000000025;287.169283000000007;T699
1543;25020330;CAIMITAL [25020330];Pluviométrica;Convencional;15/09/1966 0:00:00;25;8.366388889;-74.569166670000001;Bolivar;San Jacinto Del Cauca;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;51;6;323.035000000000025;206.834515000000010;T698
1544;25020420;VARAS LAS [25020420];Pluviométrica;Convencional;15/04/1987 0:00:00;39;8.384571943999999;-74.563661111000002;Bolivar;San Jacinto Del Cauca;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;30;6;323.035000000000025;229.531347399999987;T703
1545;25020810;ASTILLEROS [25020810];Pluviométrica;Convencional;15/04/1974 0:00:00;40;8.291333333000001;-74.605722220000004;Bolivar;San Jacinto Del Cauca;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;26;6;323.035000000000025;198.899885299999994;T723
1546;25020410;CANDELARIA LA [25020410];Pluviométrica;Convencional;15/07/1966 0:00:00;28;8.219444444000001;-74.728750000000005;Bolivar;San Jacinto Del Cauca;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;Río Palacé;;30;6;323.035000000000025;212.621356399999996;T702
1547;25020940;VILLANUEVA [25020940];Pluviométrica;Convencional;15/04/1974 0:00:00;45;8.332777778000001;-74.735555559999995;Sucre;Guaranda;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;27;6;323.035000000000025;270.032492450000007;T731
1548;25025240;MAJAGUAL [25025240];Pluviométrica;Convencional;15/11/1974 0:00:00;26;8.542694444;-74.627333055999998;Sucre;Majagual;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;;20;6;323.035000000000025;181.575340000000011;T779
1549;23217080;GAMARRA - AUT [23217080];Limnigráfica;Automática con Telemetría. Convencional;12/12/2011 0:00:00;40;8.284286111;-73.753388889999997;Cesar;Gamarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;Magdalena;36;7;264.730000000000018;198.428543999999988;T567
1550;23207050;NOBLEZA LA [23207050];Limnimétrica;Convencional;15/12/1992 0:00:00;37;8.517500000;-73.883611110000004;Bolivar;Ríoviejo;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Directos al Magdalena (Brazo Morales);Bzo Morales;37;6;323.035000000000025;170.152621149999987;T734
1551;23217030;EL CONTENTO [23217030];Limnimétrica;Convencional;15/07/1974 0:00:00;42;8.222333333;-73.773416670000003;Cesar;Gamarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;Magdalena;43;7;264.730000000000018;172.264811199999997;T565
1552;25020970;ARENAL [25020970];Pluviométrica;Convencional;15/08/1974 0:00:00;74;8.459444444000001;-73.941111109999994;Bolivar;Arenal;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Directos al Magdalena (Brazo Morales);;41;6;323.035000000000025;170.152621149999987;T734
1553;23190710;BARRANCA LEBRIJA [23190710];Pluviométrica;Convencional;15/09/1983 0:00:00;50;8.011833333;-73.724444439999999;Cesar;Aguachica;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Río Lebrija y otros directos al Magdalena;;40;7;264.730000000000018;373.191277099999979;T553
1554;23210010;PUERTO MOSQUITO [23210010];Pluviométrica;Convencional;15/02/1960 0:00:00;90;8.185000000;-73.755277780;Cesar;Gamarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;;44;7;264.730000000000018;172.264811199999997;T565
1555;23210160;GAMARRA [23210160];Pluviométrica;Convencional;15/08/1979 0:00:00;150;8.326666667;-73.737777780000002;Cesar;Gamarra;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;;43;7;264.730000000000018;198.428543999999988;T567
1556;16055060;PLAYA LA [16055060];Climática Ordinaria;Convencional;15/09/1984 0:00:00;1500;8.217499999999999;-73.234999999999999;Norte De Santander;La Playa;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1442;8;299.459999999999980;107.706879630000003;T188
1557;16055100;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER [16055100];Climática Ordinaria;Convencional;15/12/1991 0:00:00;1150;8.237777778;-73.322222220;Norte De Santander;Ocaña;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1191;8;299.459999999999980;160.957815930000010;T1439
1558;16055020;TEORAMA [16055020];Climática Ordinaria;Convencional;15/08/1973 0:00:00;1160;8.442222222;-73.285277780000001;Norte De Santander;Teorama;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1079;8;299.459999999999980;116.696721729999993;T186
1559;16055040;ABREGO CENTRO ADMO [16055040];Climática Principal;Convencional;15/07/1969 0:00:00;1430;8.087222221999999;-73.223055560000006;Norte De Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1388;8;299.459999999999980;228.997666900000013;T187
1560;16055010;AEROPUERTO AGUAS CLARAS [16055010];Climática Principal;Convencional;15/03/1973 0:00:00;1435;8.315277778;-73.357500000000002;Norte De Santander;Ocaña;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1172;8;299.459999999999980;160.957815930000010;T1439
1561;16057010;VEGAS LAS [16057010];Limnigráfica;Convencional;15/08/1969 0:00:00;1420;8.030500000;-73.218138890000006;Norte De Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);Frio;1430;8;299.459999999999980;251.507709400000010;T183
1562;1605700152;PALO GRANDE - AUT   [1605700152];Limnigráfica;Automática con Telemetría. Convencional;15/12/2017 0:00:00;1087;8.290761111;-73.304500000000004;Norte De Santander;Ocaña;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);Algodonal;1187;8;299.459999999999980;160.957815930000010;T1439
1563;23217070;YEGUERITA 2 [23217070];Limnimétrica;Convencional;15/08/1999 0:00:00;245;8.363055556000001;-73.572500000000005;Cesar;Aguachica;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;Quebrada Buturama;329;7;264.730000000000018;167.734756500000003;T566
1564;23210130;TOTUMAL [23210130];Pluviométrica;Convencional;15/10/1973 0:00:00;250;8.249444444;-73.579999999999998;Cesar;Aguachica;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;;163;7;264.730000000000018;167.734756500000003;T566
1565;23215030;AGUAS CLARAS [23215030];Pluviométrica;Convencional;15/09/1973 0:00:00;208;8.228888889;-73.602777779999997;Cesar;Aguachica;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;;133;7;264.730000000000018;170.055942719999990;T568
1566;23210120;VEGA LA [23210120];Pluviométrica;Convencional;15/09/1973 0:00:00;166;8.531916667000001;-73.641472219999997;Cesar;La Gloria;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Quebrada El Carmen y Otros Directos al Magdalena ;;73;7;264.730000000000018;207.741201450000005;T1467
1567;16050060;RIO DE ORO [16050060];Pluviométrica;Convencional;15/08/1976 0:00:00;1200;8.293055556000001;-73.388333329999995;Cesar;Río De Oro;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1207;8;299.459999999999980;103.5;T181
1568;23190480;ANGELES LOS [23190480];Pluviométrica;Convencional;15/05/1971 0:00:00;228;8.098888888999999;-73.507499999999993;Cesar;Río De Oro;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Río Lebrija y otros directos al Magdalena;;149;7;264.730000000000018;172.283957549999997;T543
1569;23190580;SAN DANIEL HACIENDA [23190580];Pluviométrica;Convencional;15/11/1979 0:00:00;75;8.088749999999999;-73.618777780000002;Cesar;Río De Oro;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;Río Lebrija y otros directos al Magdalena;;78;7;264.730000000000018;196.312793550000009;T549
1570;16050100;EL CHORRO [16050100];Pluviométrica;Convencional;15/05/1968 0:00:00;1498;8.017472222;-73.183750000000003;Norte De Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1473;8;299.459999999999980;156.203291809999996;T182
1571;16050120;BOCATOMA RIO FRIO [16050120];Pluviométrica;Convencional;15/08/1966 0:00:00;1700;8.036416666999999;-73.219277779999999;Norte De Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1438;8;299.459999999999980;251.507709400000010;T183
1572;16050170;BROTARE [16050170];Pluviométrica;Convencional;15/06/1960 0:00:00;1545;8.400555556;-73.423333330000006;Norte De Santander;Ocaña;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1538;8;299.459999999999980;264.309008000000006;T185
1573;16050290;MARAVILLA  LA [16050290];Pluviométrica;Convencional;10/08/2009 0:00:00;1650;8.407777778;-73.213611110000002;Norte De Santander;San Calixto;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;1628;8;299.459999999999980;116.696721729999993;T186
1574;16050020;QUINCE LETRAS [16050020];Pluviométrica;Convencional;15/10/1973 0:00:00;360;8.538055556;-73.244444439999995;Norte De Santander;Teorama;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Algodonal (Alto Catatumbo);;371;8;299.459999999999980;154.071443200000004;T180
1575;16037050;PUENTE SAN MIGUEL [16037050];Limnigráfica;Convencional;15/09/1983 0:00:00;75;8.368305555999999;-72.586111110000004;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);San Miguel;64;8;299.459999999999980;189.693511999999998;T176
1576;16037010;CAMPO TRES [16037010];Limnigráfica;Convencional;15/08/1972 0:00:00;50;8.517500000;-72.698055560;Norte De Santander;Tibú;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);Nuevo Presidente;51;8;299.459999999999980;229.627147000000008;T171
1577;16037020;CAMPO DOS [16037020];Limnigráfica;Convencional;15/08/1972 0:00:00;50;8.488055556000001;-72.631111110000006;Norte De Santander;Tibú;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);Sardinata;49;8;299.459999999999980;229.627147000000008;T171
1578;16020140;BOCATOMA RIO ZULIA [16020140];Pluviométrica;Convencional;15/02/1966 0:00:00;150;8.077333333;-72.583888889999997;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;118;8;299.459999999999980;210.360818649999999;T1437
1579;16040010;ALTO EL VENADO [16040010];Pluviométrica;Convencional;15/08/1973 0:00:00;1920;8.088888889;-73.070833329999999;Norte De Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Tarra;;2033;8;299.459999999999980;102.277785750000007;T178
1580;16030140;DIVISIONES [16030140];Pluviométrica;Convencional;15/12/1983 0:00:00;100;8.342777778;-72.693611110000006;Norte De Santander;Sardinata;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);;102;8;299.459999999999980;211.500107549999996;T175
1581;16030030;CAMPO TRES [16030030];Pluviométrica;Convencional;15/04/1973 0:00:00;40;8.514944443999999;-72.697444439999998;Norte De Santander;Tibú;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);;52;8;299.459999999999980;229.627147000000008;T171
1582;16030150;LIBERTAD LA [16030150];Pluviométrica;Convencional;15/12/1983 0:00:00;90;8.327777778;-72.646388889999997;Norte De Santander;Tibú;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);;88;8;299.459999999999980;189.693511999999998;T176
1583;16030100;SAN JUAN [16030100];Pluviométrica;Convencional;15/10/1973 0:00:00;2240;8.025277778;-73.018611109999995;Norte De Santander;Villa Caro;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Nuevo Presidente - Tres Bocas (Sardinata. Tibu);;2463;8;299.459999999999980;229.326445000000007;T174
1584;16025040;CINERA-VILLA OLGA AUT [16025040];Climática Principal;Automática con Telemetría. Convencional;15/09/1965 0:00:00;96;8.167280000;-72.478780000;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;96;8;299.459999999999980;257.993097599999999;T170
1585;16010040;SANTA RITA [16010040];Pluviométrica;Convencional;15/09/1963 0:00:00;72;8.185555556000001;-72.368333329999999;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Pamplonita;;78;8;299.459999999999980;258.973450979999996;T150
1586;16010060;JARRA LA [16010060];Pluviométrica;Convencional;15/05/1963 0:00:00;87;8.201944444;-72.432222220;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Pamplonita;;109;8;299.459999999999980;283.631745000000024;T151
1587;16010100;RICAURTE [16010100];Pluviométrica;Convencional;15/10/1985 0:00:00;1492;8.026361111;-72.353972220000003;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Pamplonita;;1488;;;;
1588;16020340;PLANADAS [16020340];Pluviométrica;Convencional;15/08/1967 0:00:00;100;8.216944443999999;-72.436111109999999;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Pamplonita;;139;8;299.459999999999980;295.054773200;T166
1589;16020130;BARRANCAS [16020130];Pluviométrica;Convencional;15/11/1967 0:00:00;74;8.245500000;-72.526305559999997;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;74;8;299.459999999999980;212.498322500;T162
1590;16020180;CERRO PELAO [16020180];Pluviométrica;Convencional;15/11/1967 0:00:00;300;8.011944443999999;-72.500277780000005;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;224;8;299.459999999999980;166.707668500000011;T163
1591;16020250;VACAS LAS [16020250];Pluviométrica;Convencional;15/09/1969 0:00:00;70;8.219166667;-72.524555559999996;Norte De Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;70;8;299.459999999999980;173.635659500000003;T164
1592;16020370;PUERTO SANTANDER [16020370];Pluviométrica;Convencional;15/12/1966 0:00:00;50;8.359444443999999;-72.409999999999997;Norte De Santander;Puerto Santander;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;Río Zulia;;50;8;299.459999999999980;285.559004700000003;T167
1593;12045010;ARBOLETES [12045010];Climática Principal;Convencional;15/03/1972 0:00:00;4;8.846944444;-76.431944439999995;Antioquia;Arboletes;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe;;14;6;323.035000000000025;198.338490605000004;T50
1594;12037010;CANDELARIA LA [12037010];Limnimétrica;Convencional;15/06/1977 0:00:00;5;8.659722221999999;-76.445833329999999;Antioquia;Arboletes;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;Río San Juan;San Juan D Uraba;30;6;323.035000000000025;208.796575999999988;T47
1595;12030010;SAN JUAN DE URABA [12030010];Pluviométrica;Convencional;15/04/1972 0:00:00;4;8.755222222;-76.533055559999994;Antioquia;San Juan De Urabá;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe;;21;6;323.035000000000025;214.951957899999996;T46
1596;13075050;UNIV DE CORDOBA [13075050];Agrometeorológica;Convencional;15/06/1979 0:00:00;15;8.793888889;-75.861527780000003;Cordoba;Montería;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;Bajo Sinú;;14;6;323.035000000000025;160.918275249999994;T65
1597;12037030;EL CARMELO [12037030];Limnimétrica;Convencional;15/05/1977 0:00:00;20;8.619999999999999;-76.390000000000001;Antioquia;Arboletes;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;Río San Juan;San Juan D Uraba;44;6;323.035000000000025;208.796575999999988;T47
