;OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INST;FECHA_SUSP;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERA;ENTIDAD;AREA_HIDRO;ZONA_HIDRO;SUBZONA_HI;altitudDEM;ID_REG;LimSupRPH;StationRPH;LimSupThsn;NThsnPol;LimInfTemp;LimSupTemp
1824;1825;29030450;CALMA LA [29030450];Pluviométrica;Convencional;Activa;15/04/1975; ;60;9.932972;-75.262389;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;62;6;323.035;29030450;229.195345;T1038;15.520833333333334;47.80280748663102
1825;1826;29030500;CASA DE PIEDRA [29030500];Pluviométrica;Convencional;Activa;15/04/1975; ;60;9.873889;-75.215833;Bolivar;San Jacinto;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;169;6;323.035;29030500;207.0;T1040;14.59969008264463;47.08756684491979
1826;1827;29030520;MONTECRISANTO [29030520];Pluviométrica;Convencional;Activa;15/04/1975; ;70;9.949306;-75.217194;Bolivar;San Juan Nepomuceno;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;85;6;323.035;29030520;175.09577908;T1042;15.322830578512399;47.649064171123
1827;1828;29030570;HAYA LA [29030570];Pluviográfica;Convencional;Activa;15/01/1964; ;100;9.958333;-75.18611099999998;Bolivar;San Juan Nepomuceno;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;103;6;323.035;29030570;229.241968875;T1044;15.167871900826448;47.528743315508024
1828;1829;29030780;MAMPUJAN [29030780];Pluviométrica;Convencional;Activa;15/07/1983; ;60;9.983611;-75.2275;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;51;6;323.035;29030780;214.7557242;T1045;15.615530303030305;47.87633689839572
1829;1830;29035110;SAN PABLO [29035110];Climática Ordinaria;Convencional;Activa;15/10/1963; ;20;10.043167;-75.258611;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;25;6;323.035;29035110;155.02;T1049;15.839359504132233;48.050133689839576
1830;1831;29037750;MESITA [29037750];Limnimétrica;Convencional;Activa;15/06/1983; ;90;9.871944;-75.30333299999998;Bolivar;El Carmén De Bolívar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;59;6;323.035;29030510;146.94061428;T1041;15.546659779614327;47.82286096256685
1831;1832;29037760;ESPERANZA LA [29037760];Limnimétrica;Convencional;Activa;15/06/1983; ;90;9.87;-75.28;Bolivar;El Carmén De Bolívar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;58;6;323.035;29030510;146.94061428;T1041;15.555268595041325;47.82954545454546
1832;1833;25021600;APURE [25021600];Pluviométrica;Convencional;Activa;15/07/1982; ;85;9.8725;-74.58038899999998;Magdalena;Plato;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Ríos Chimicuica y Corozal;91;5;307.05;25021600;193.76373322;T765;15.271177685950414;47.60895721925134
1833;1834;25021610;EL AGRADO  [25021610];Pluviométrica;Convencional;Activa;15/06/1982; ;100;9.685667;-74.504861;Magdalena;Plato;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Ríos Chimicuica y Corozal;118;5;307.05;25021610;160.9228235;T766;15.038739669421489;47.428475935828885
1834;1835;25021620;IRAN [25021620];Pluviométrica;Convencional;Activa;15/06/1982; ;80;9.683778;-74.32216699999998;Magdalena;Nueva Granada;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Ríos Chimicuica y Corozal;103;5;307.05;25021620;252.379;T767;15.167871900826448;47.528743315508024
1835;1836;25021630;NUEVA GRANADA [25021630];Pluviométrica;Convencional;Activa;15/06/1982; ;110;9.80175;-74.38855599999998;Magdalena;Nueva Granada;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Ríos Chimicuica y Corozal;117;5;307.05;25021630;172.343117;T768;15.047348484848486;47.43516042780749
1836;1837;25025300;EL SEIS [25025300];Pluviométrica;Convencional;Activa;15/11/1984; ;50;9.683667;-74.32227799999998;Magdalena;San Sebastián De Buenavista;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Ríos Chimicuica y Corozal;103;5;307.05;25025300;248.5483776;T782;15.167871900826448;47.528743315508024
1837;1838;28040100;MONTERRUBIO [28040100];Pluviométrica;Convencional;Activa;15/01/1963; ;100;10.233694;-74.27325;Magdalena;Pivijai;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;187;5;307.05;28040100;164.45;T1008;14.444731404958679;46.967245989304814
1838;1839;28040140;SAN ANGEL [28040140];Pluviométrica;Convencional;Activa;15/01/1963; ;140;10.033056;-74.21261099999998;Magdalena;Sabanas De San Ángel;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;132;5;307.05;28040140;160.9359266;T1009;14.918216253443527;47.33489304812834
1839;1840;25025000;EL DIFICIL - PUEBLO NUEVO [25025000];Pluviométrica;Convencional;Activa;05/05/2013; ;120;9.911972;-74.085806;Magdalena;Ariguaní (El Dificil);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;104;5;307.05;25025000;174.7842197;T771;15.15926308539945;47.52205882352941
1840;1841;28020150;HACIENDA LA  ESPERANZA [28020150];Pluviométrica;Convencional;Activa;15/05/1961; ;60;10.029972;-73.668833;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;85;5;307.05;28020150;157.520698;T989;15.322830578512399;47.649064171123
1841;1842;28030190;CARACOLI [28030190];Pluviométrica;Convencional;Activa;15/07/1972; ;220;10.088694;-73.731722;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;121;3;305.21;28030190;303.48421202;T1000;15.012913223140497;47.40842245989305
1842;1843;28035040;GUAYMARAL [28035040];Pluviométrica;Convencional;Activa;15/08/1972; ;50;9.904917;-73.64752799999998;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;59;5;307.05;28035040;160.92079375;T1004;15.546659779614327;47.82286096256685
1843;1844;28037060;CANTACLARO [28037060];Limnimétrica;Convencional;Activa;15/03/1963; ;120;10.088472;-73.73280599999998;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;123;3;305.21;28030190;303.48421202;T1000;14.995695592286504;47.39505347593583
1844;1845;28040030;BOSCONIA [28040030];Pluviométrica;Convencional;Activa;15/11/1979; ;130;9.97575;-73.88174999999998;Cesar;Bosconia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;86;5;307.05;28040030;195.5;T1006;15.314221763085401;47.64237967914439
1845;1846;28040070;PALMARIGUANI [28040070];Pluviométrica;Convencional;Activa;15/01/1963; ;80;9.930083;-73.95488899999998;Cesar;Bosconia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;57;5;307.05;28040070;258.3370925;T1007;15.56387741046832;47.836229946524064
1846;1847;28040270;MANATURE HACIENDA [28040270];Pluviométrica;Convencional;Activa;15/09/1968; ;150;10.035111;-73.788528;Cesar;Bosconia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;122;5;307.05;28040270;172.5;T1011;15.0043044077135;47.40173796791444
1847;1848;28040300;VILLA CONCEPCION [28040300];Pluviométrica;Convencional;Activa;15/07/1972; ;120;9.706306;-73.85944399999998;Magdalena;Ariguaní (El Dificil);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;47;5;307.05;28040300;172.2761617;T1012;15.649965564738293;47.90307486631016
1848;1849;28040320;BRILLANTE EL [28040320];Pluviométrica;Convencional;Activa;15/07/1972; ;135;9.70275;-73.95913899999998;Magdalena;Santa Ana;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;77;5;307.05;28040320;183.8379995;T1013;15.391701101928374;47.70254010695187
1849;1850;28040360;HACIENDA LA CABANA  [28040360];Pluviométrica;Convencional;Activa;15/01/1979; ;100;9.861;-74.076722;Magdalena;Ariguaní (El Dificil);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;109;5;307.05;28040360;172.5;T1015;15.116219008264464;47.48863636363637
1850;1851;28047030;ALGARROBO [28047030];Limnimétrica;Convencional;Activa;15/02/1963; ;107;10.193444;-74.04691699999998;Cesar;El Copey;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;112;5;307.05;28040150;301.50079092;T1010;15.090392561983473;47.468582887700535
1851;1852;2804500200;BONANZA [2804500195];Pluviométrica;Convencional;Activa;18/06/2021; ;125;10.203214;-73.97242199999998;Cesar;El Copey;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Río Ariguaní;147;5;307.05;28040150;301.50079092;T1010;14.789084022038567;47.2346256684492
1852;1853;28010070;VILLA MARLENE [28010070];Pluviométrica;Convencional;Activa;15/01/1987; ;120;10.1855;-73.467111;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;81;5;307.05;28010070;158.08826325;T981;15.357265840220386;47.67580213903744
1853;1854;28020080;HACIENDA LAS PLAYAS [28020080];Pluviométrica;Convencional;Activa;15/08/1959; ;60;9.848083;-73.46219399999998;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;59;5;307.05;28020080;264.57063622;T988;15.546659779614327;47.82286096256685
1854;1855;28020410;SAN BENITO [28020410];Pluviométrica;Convencional;Activa;15/09/1972; ;150;10.184167;-73.31702799999998;Cesar;San Diego;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;90;5;307.05;28020410;240.583473;T990;15.279786501377412;47.61564171122995
1855;1856;28020420;SAN GABRIEL [28020420];Pluviométrica;Convencional;Activa;15/09/1972; ;70;9.844611;-73.547694;Cesar;San Diego;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;66;5;307.05;28020420;151.7702426;T991;15.486398071625345;47.77606951871658
1856;1857;28020440;SANTA TERESA HACIENDA [28020440];Pluviométrica;Convencional;Activa;15/04/1959; ;80;9.917028;-73.286139;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;93;5;307.05;28020440;173.60087545;T992;15.253960055096421;47.59558823529412
1857;1858;28020590;LETICIA [28020590];Pluviométrica;Convencional;Activa;15/01/1979; ;140;10.152389;-73.221722;Cesar;San Diego;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;130;5;307.05;28020590;157.5347947;T994;14.935433884297522;47.348262032085564
1858;1859;28020600; EL RETORNO[28020600];Pluviométrica;Convencional;Activa;15/02/1979; ;150;9.854722;-73.357167;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;72;5;307.05;28020600;160.921836915;T995;15.434745179063361;47.73596256684492
1859;1860;28025070;MOTILONIA CODAZZI [28025070];Climática Ordinaria;Convencional;Activa;15/01/1956; ;180;10.001806;-73.24938899999998;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;103;5;307.05;28025070;222.87851161;T997;15.167871900826448;47.528743315508024
1860;1861;28025090;CENTENARIO HACIENDA [28025090];Climática Ordinaria;Convencional;Activa;15/12/1976; ;100;9.85025;-73.265472;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;102;5;307.05;28025090;162.02399542;T998;15.176480716253444;47.535427807486634
1861;1862;28027020;LA MATILDE  [28027020];Limnimétrica;Convencional;Activa;15/07/1962; ;114;10.165611;-73.25833299999998;Cesar;San Diego;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;120;5;307.05;28020590;157.5347947;T994;15.021522038567495;47.415106951871664
1862;1863;28027030;LAS FLORES  [28027030];Limnimétrica;Convencional;Activa;15/10/1962; ;117;10.095482;-73.242613;Cesar;La Paz;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;118;5;307.05;28020460;186.099279;T993;15.038739669421489;47.428475935828885
1863;1864;28027040;SANTA TERESA [28027040];Limnimétrica;Convencional;Activa;15/11/1962; ;100;9.909146;-73.256223;Cesar;Agustín Codazzi;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;99;5;307.05;28020440;173.60087545;T992;15.202307162534437;47.555481283422466
1864;1865;28027050;BECERRIL [28027050];Limnimétrica;Convencional;Activa;15/06/1963; ;111;9.687215;-73.280192;Cesar;Becerrill;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;107;5;307.05;25020230;263.4252445;T692;15.133436639118457;47.50200534759359
1865;1866;28035010;VILLA ROSA [28035010];Climática Ordinaria;Convencional;Activa;15/03/1968; ;70;10.190667;-73.54738899999998;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;92;5;307.05;28035010;164.31695075;T1002;15.262568870523417;47.60227272727273
1866;1867;28037040;MARIANGOLA [28037040];Limnimétrica;Convencional;Activa;15/01/1963; ;90;10.187417;-73.585194;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;108;5;307.05;28035010;164.31695075;T1002;15.124827823691462;47.49532085561498
1867;1868;28037130;PUENTE CARRETERA - DILUVIO [28037130];Limnigráfica;Convencional;Activa;15/10/1972; ;80;10.157528;-73.624778;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cesar;Medio Cesar;106;5;307.05;28035010;164.31695075;T1002;15.142045454545455;47.5086898395722
1868;1869;14010030;BAYUNCA [14010030];Pluviométrica;Convencional;Activa;15/05/1974; ;35;10.524167;-75.40138899999998;Bolivar;Cartagena De Indias;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Arroyos Directos al Caribe;30;4;347.3;14010030;158.6854065;T97;15.796315426997246;48.01671122994653
1869;1870;14010050;CAÑAVERAL [14010050];Pluviométrica;Convencional;Activa;15/05/1974; ;75;10.41;-75.34;Bolivar;Turbaco;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Arroyos Directos al Caribe;45;4;347.3;14010050;268.942588;T98;15.667183195592287;47.916443850267385
1870;1871;14015030;ESCUELA NAVAL CIOH [14015030];Climática Principal;Convencional;Activa;15/03/1947; ;1;10.447222;-75.51611099999998;Bolivar;Cartagena De Indias;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Arroyos Directos al Caribe;6;4;347.3;14015080;254.96216611;T99;16.00292699724518;48.17713903743316
1871;1872;29030040;ARJONA [29030040];Pluviométrica;Convencional;Activa;15/09/1958; ;60;10.250278;-75.354444;Bolivar;Arjona;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;52;6;323.035;29030040;173.71714022;T1023;15.606921487603307;47.86965240641711
1872;1873;14010010;PIOJO [14010010];Pluviométrica;Convencional;Activa;15/04/1962; ;320;10.746111;-75.107972;Atlantico;Piojó;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Arroyos Directos al Caribe;337;4;347.3;14010010;157.5334538;T95;13.153409090909092;45.96457219251337
1873;1874;14010020;HIBACHARO [14010020];Pluviométrica;Convencional;Activa;15/01/1963; ;80;10.721889;-75.140111;Atlantico;Piojó;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Arroyos Directos al Caribe;47;4;347.3;14010020;166.5983265;T96;15.649965564738293;47.90307486631016
1874;1875;29030050;SAN ESTANISLAO [29030050];Pluviométrica;Convencional;Activa;15/08/1958; ;20;10.404111;-75.161833;Bolivar;San Estanislao;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;46;4;347.3;29030050;166.6872284;T1024;15.658574380165291;47.909759358288774
1875;1876;29030140;SAN JOSE [29030140];Pluviométrica;Convencional;Activa;15/10/1987; ;20;10.439444;-75.108333;Atlantico;Luruaco;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;6;4;347.3;29030140;321.35031877;T1530;16.00292699724518;48.17713903743316
1876;1877;29030270;LOMA GRANDE [29030270];Pluviométrica;Convencional;Activa;15/09/1968; ;15;10.433833;-75.131583;Atlantico;Repelón;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;11;4;347.3;29030270;191.66072615;T1030;15.959882920110193;48.14371657754011
1877;1878;29030410;CASA DE BOMBAS [29030410];Pluviométrica;Convencional;Activa;15/05/1978; ;10;10.408333;-75.127222;Atlantico;Repelón;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;7;4;347.3;29030410;140.269157;T1036;15.994318181818183;48.17045454545455
1878;1879;29037020;CALAMAR [29037020];Limnimétrica;Convencional;Activa;15/07/1940; ;8;10.253861;-74.91169399999998;Bolivar;Calamar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;13;4;347.3;29040310;160.693617;T1061;15.9426652892562;48.13034759358289
1879;1880;29037800;COMPUERTAS CANAL DIQUE [29037800];Limnimétrica;Convencional;Activa;15/08/1983; ;6;10.41;-75.06999999999998;Atlantico;Manatí;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;5;4;347.3;29030140;321.35031877;T1530;16.01153581267218;48.18382352941177
1880;1881;29040020;MONTEBELLO [29040020];Pluviométrica;Convencional;Activa;15/12/1985; ;100;10.7085;-74.90783299999998;Atlantico;Baranoa;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;94;4;347.3;29040020;160.8985056;T1531;15.245351239669423;47.58890374331551
1881;1882;29040070;PONEDERA [29040070];Pluviométrica;Convencional;Activa;15/03/1959; ;8;10.641778;-74.770722;Atlantico;Ponedera;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos al Bajo Magdalena entre Calamar y desembocadura;21;4;347.3;29040070;172.3156067;T1051;15.873794765840222;48.07687165775401
1882;1883;29040080;POLONUEVO [29040080];Pluviométrica;Convencional;Activa;15/03/1959; ;80;10.779;-74.857917;Atlantico;Polonuevo;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos al Bajo Magdalena entre Calamar y desembocadura;90;4;347.3;29040080;172.28466825;T1052;15.279786501377412;47.61564171122995
1883;1884;29040240;USIACURI [29040240];Pluviográfica;Convencional;Activa;15/02/1964; ;100;10.744722;-74.980556;Atlantico;Usiacurí;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;131;4;347.3;29040240;149.4687338;T1055;14.926825068870524;47.341577540106954
1884;1885;29040250;CAMPO DE LA CRUZ [29040250];Pluviométrica;Convencional;Activa;15/09/1978; ;4;10.376639;-74.888417;Atlantico;Campo De La Cruz;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Cga Grande de Santa Marta;8;4;347.3;29040250;133.150864;T1056;15.985709366391186;48.16377005347594
1885;1886;29040260;CANDELARIA [29040260];Pluviométrica;Convencional;Activa;15/09/1978; ;4;10.455111;-74.88688899999998;Atlantico;Candelaria;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos al Bajo Magdalena entre Calamar y desembocadura;6;4;347.3;29040260;160.93053425;T1057;16.00292699724518;48.17713903743316
